rank,tier,tic,ra,dec,tmag,teff,logg,rad,rad_err,mass,rho,lumclass,contratio,gaia_dr2,n_sectors,sectors,pred_cdpp_1h_ppm,pred_rmin_p1_rearth,pred_rmin_p5_rearth,pred_rmin_p10_rearth,reason
3773,1,65346637,39.6255360406238,-24.9641790870033,13.6634,3146.0,5.0209,0.225871,0.00683068,0.195235,16.9425,DWARF,0.000188078455,5071029476495527296,3,4 30 31,3032,1.62,2.14,2.41,"late M dwarf, R 0.23 R_sun, Teff 3146 K, Tmag 13.66; 3 TGLC sectors (S4-S31); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3774,1,358613743,175.121674904104,81.1715729161032,13.6687,3259.0,4.92701,0.298817,0.00896526,0.275268,10.3167,DWARF,0.00118431565,1133440018285023488,8,14 20 21 26 40 41 47 53,3042,1.62,2.14,2.41,"late M dwarf, R 0.30 R_sun, Teff 3259 K, Tmag 13.67; 8 TGLC sectors (S14-S53); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3775,1,157770399,147.700858962189,75.2512934168963,13.6703,3298.0,4.95374,0.275633,0.008303,0.24908,11.8945,DWARF,0.03646445,1127352675237094528,6,14 20 40 41 47 53,3045,1.62,2.14,2.41,"late M dwarf, R 0.28 R_sun, Teff 3298 K, Tmag 13.67; 6 TGLC sectors (S14-S53); contamination 0.04 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3776,1,376676124,239.169899055197,30.5372559812509,13.682,3068.0,5.02345,0.224221,0.00669329,0.193523,17.1674,DWARF,0.04992391,1321273059990359296,3,24 25 51,3069,1.62,2.14,2.41,"late M dwarf, R 0.22 R_sun, Teff 3068 K, Tmag 13.68; 3 TGLC sectors (S24-S51); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3777,1,229564342,239.911751768627,19.4583589753298,13.695,3270.0,5.0261,0.222513,0.00669604,0.191754,17.4052,DWARF,0.03237857,1203363391534777856,3,24 25 51,3095,1.62,2.14,2.41,"late M dwarf, R 0.22 R_sun, Teff 3270 K, Tmag 13.70; 3 TGLC sectors (S24-S51); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3778,1,160306808,187.727861583088,79.1597757213836,13.7118,3229.0,4.92101,0.304278,0.00912726,0.281504,9.99247,DWARF,0.006128684,1717648032597091328,9,14 20 21 26 40 41 47 48 53,3129,1.62,2.14,2.41,"M dwarf, R 0.30 R_sun, Teff 3229 K, Tmag 13.71; 9 TGLC sectors (S14-S53); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3779,1,219884161,262.105148454364,68.4293281419356,13.7564,3424.0,4.82875,0.397729,0.0119948,0.388915,6.18149,DWARF,0.00378142437,1637497689380736384,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,3223,1.62,2.14,2.41,"M dwarf, R 0.40 R_sun, Teff 3424 K, Tmag 13.76; 24 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3780,1,160422779,235.407797724941,76.3468565147199,13.7637,3359.0,4.88464,0.339199,0.0102028,0.321722,8.2436,DWARF,0.0282676518,1706979265114095104,14,14 15 19 20 21 22 26 40 41 47 48 49 52 53,3239,1.62,2.14,2.41,"M dwarf, R 0.34 R_sun, Teff 3359 K, Tmag 13.76; 14 TGLC sectors (S14-S53); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3781,1,198556231,238.09145590091,63.6421148787252,13.7646,3413.0,4.87048,0.353547,0.0105248,0.338305,7.65538,DWARF,0.00709938444,1640116004523836928,16,14 15 16 17 18 21 22 23 24 41 48 49 50 51 54 55,3241,1.62,2.14,2.42,"M dwarf, R 0.35 R_sun, Teff 3413 K, Tmag 13.76; 16 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3782,1,236758528,272.637706123038,68.5653466940805,13.7817,3617.0,4.83096,0.395326,0.0251898,0.386194,6.25085,DWARF,0.00117730536,2258456879850303360,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,3278,1.62,2.14,2.42,"M dwarf, R 0.40 R_sun, Teff 3617 K, Tmag 13.78; 24 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3783,1,169765764,351.218062111327,-13.0898844307174,13.7911,3172.0,5.03827,0.214904,0.00649114,0.183946,18.5335,DWARF,0.000235633925,2409209544745471232,3,2 29 42,3299,1.62,2.14,2.41,"late M dwarf, R 0.21 R_sun, Teff 3172 K, Tmag 13.79; 3 TGLC sectors (S2-S42); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3784,1,306575891,119.389242434506,-69.4791145244788,13.821,3495.0,4.82811,0.398418,0.0118938,0.389693,6.16177,DWARF,0.03233895,5270567231798497792,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3367,1.62,2.14,2.42,"M dwarf, R 0.40 R_sun, Teff 3495 K, Tmag 13.82; 26 TGLC sectors (S1-S39); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3785,1,349371108,110.043034286661,-62.3658837401074,13.8232,3329.0,4.83026,0.396091,0.0119152,0.38706,6.22864,DWARF,0.017809093,5292021796032884608,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3372,1.62,2.14,2.41,"M dwarf, R 0.40 R_sun, Teff 3329 K, Tmag 13.82; 26 TGLC sectors (S1-S39); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3786,1,148911197,186.115280277741,67.1058776707355,13.8441,3294.0,4.99444,0.244046,0.00730564,0.214445,14.7537,DWARF,0.003122006,1680920186700339456,5,14 15 21 41 48,3421,1.62,2.14,2.41,"late M dwarf, R 0.24 R_sun, Teff 3294 K, Tmag 13.84; 5 TGLC sectors (S14-S48); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3787,1,234338669,37.4529262648608,-69.1011963764574,13.859,3005.0,4.99583,0.243044,0.00744516,0.21337,14.862,DWARF,0.00626234943,4693570811172518528,5,1 2 27 28 29,3457,1.62,2.14,2.41,"late M dwarf, R 0.24 R_sun, Teff 3005 K, Tmag 13.86; 5 TGLC sectors (S1-S29); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3788,1,232671844,281.967369783292,55.5106564566057,13.8759,3448.0,4.87465,0.349281,0.0104222,0.333377,7.82367,DWARF,0.008218749,2147077417111082112,18,14 15 16 18 19 20 22 23 25 26 40 41 48 49 52 53 54 55,3497,1.62,2.14,2.41,"M dwarf, R 0.35 R_sun, Teff 3448 K, Tmag 13.88; 18 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3789,1,233731417,277.441358806296,62.9745881552047,13.9124,3543.0,4.85133,0.373514,0.0112111,0.361306,6.93353,DWARF,0.00342835463,2160143738416585600,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,3588,1.62,2.14,2.41,"M dwarf, R 0.37 R_sun, Teff 3543 K, Tmag 13.91; 24 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3790,1,160440684,236.731206471815,76.1779176271417,13.9209,3319.0,4.89248,0.331419,0.0099885,0.312731,8.5909,DWARF,0.0009092146,1707006478027001856,16,14 15 16 19 20 21 22 25 26 40 41 47 48 49 52 53,3610,1.62,2.14,2.41,"M dwarf, R 0.33 R_sun, Teff 3319 K, Tmag 13.92; 16 TGLC sectors (S14-S53); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3791,1,270471651,97.1254726015676,-78.3421187191663,13.9413,3374.0,4.84681,0.378313,0.0113587,0.366809,6.77464,DWARF,0.01593503,5212015248321554944,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3662,1.62,2.14,2.41,"M dwarf, R 0.38 R_sun, Teff 3374 K, Tmag 13.94; 26 TGLC sectors (S1-S39); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3792,1,13884200,73.9059251557195,-40.9645103723059,13.9416,3261.0,5.03079,0.219541,0.00681302,0.18869,17.8321,DWARF,0.000783420866,4813738635995985152,4,4 5 31 32,3663,1.62,2.14,2.41,"late M dwarf, R 0.22 R_sun, Teff 3261 K, Tmag 13.94; 4 TGLC sectors (S4-S32); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3793,1,336123737,281.079356820496,39.5751239194335,13.9713,3412.0,4.99414,0.244264,0.00741365,0.214678,14.7302,DWARF,0.0735167041,2098201926235065728,6,14 26 40 41 53 54,3742,1.62,2.14,2.41,"late M dwarf, R 0.24 R_sun, Teff 3412 K, Tmag 13.97; 6 TGLC sectors (S14-S54); contamination 0.07 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3794,1,219856669,257.190190680301,70.7328884681748,13.9835,3450.0,4.86061,0.363769,0.011074,0.350098,7.27298,DWARF,0.00302859815,1650929941900788864,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,3775,1.62,2.14,2.41,"M dwarf, R 0.36 R_sun, Teff 3450 K, Tmag 13.98; 24 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3795,1,458482224,235.217515220045,63.9909152358536,13.9968,3339.0,4.92325,0.30223,0.00927082,0.279163,10.1122,DWARF,0.0229375325,1641027602742720640,13,14 15 16 21 22 23 24 41 48 49 50 51 54,3811,1.62,2.14,2.41,"M dwarf, R 0.30 R_sun, Teff 3339 K, Tmag 14.00; 13 TGLC sectors (S14-S54); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3796,1,32149741,59.0304170855883,-71.5831566226529,14.0004,3424.0,4.85455,0.370121,0.0111906,0.357409,7.04911,DWARF,0.0544968881,4665815564274632448,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3821,1.62,2.14,2.42,"M dwarf, R 0.37 R_sun, Teff 3424 K, Tmag 14.00; 26 TGLC sectors (S1-S39); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3797,1,441725116,256.192067446625,73.0997602635024,14.0135,3584.0,4.86562,0.358564,0.0109392,0.344097,7.46416,DWARF,0.0142001286,1655107879928467328,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,3858,1.62,2.14,2.41,"M dwarf, R 0.36 R_sun, Teff 3584 K, Tmag 14.01; 24 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3798,1,350024996,114.504028651945,-64.3276900390122,14.0175,3345.0,4.85838,0.36609,0.0109283,0.352771,7.19001,DWARF,0.0273673777,5287678828183526912,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3869,1.62,2.14,2.41,"M dwarf, R 0.37 R_sun, Teff 3345 K, Tmag 14.02; 26 TGLC sectors (S1-S39); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3799,1,159809304,235.209045736783,51.0228787431799,14.0647,3298.0,5.02644,0.222295,0.00661164,0.191529,17.4359,DWARF,0.00188990752,1402867302492319104,5,16 23 24 50 51,4006,1.62,2.14,2.41,"late M dwarf, R 0.22 R_sun, Teff 3298 K, Tmag 14.06; 5 TGLC sectors (S16-S51); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3800,1,138346128,85.3131256390873,83.2407753285026,14.0958,3292.0,4.99758,0.241792,0.00741645,0.212031,14.9994,DWARF,0.08750568,558346680489323520,7,19 20 25 26 40 52 53,4100,1.62,2.14,2.41,"late M dwarf, R 0.24 R_sun, Teff 3292 K, Tmag 14.10; 7 TGLC sectors (S19-S53); contamination 0.09 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3801,1,199617135,249.872746933504,59.4449205229549,14.1347,3393.0,4.88309,0.340755,0.0102872,0.323521,8.17666,DWARF,0.00258273212,1431999893862612480,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,4222,1.62,2.14,2.41,"M dwarf, R 0.34 R_sun, Teff 3393 K, Tmag 14.13; 24 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3802,1,55848120,75.7260127643178,-63.5226384800333,14.147,3169.0,4.87647,0.347429,0.0105767,0.331236,7.8984,DWARF,0.0260719582,4664400492813945344,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,4261,1.63,2.14,2.42,"M dwarf, R 0.35 R_sun, Teff 3169 K, Tmag 14.15; 26 TGLC sectors (S1-S39); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3803,1,38682977,65.854194288796,-62.0811057546252,14.1994,3378.0,4.88536,0.33848,0.0101517,0.320891,8.27482,DWARF,0.03278074,4676608026816302592,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,4436,1.62,2.14,2.41,"M dwarf, R 0.34 R_sun, Teff 3378 K, Tmag 14.20; 26 TGLC sectors (S1-S39); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3804,1,366518560,303.801711492495,74.3978040219517,14.2654,3290.0,4.95549,0.274191,0.00830852,0.247471,12.0051,DWARF,0.0102293743,2288429532465374592,14,16 17 18 19 20 23 24 25 26 40 49 50 52 53,4670,1.62,2.14,2.41,"late M dwarf, R 0.27 R_sun, Teff 3290 K, Tmag 14.27; 14 TGLC sectors (S16-S53); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3805,1,155636313,202.581130415797,80.6858181919174,14.2997,3191.0,5.00299,0.237978,0.00718356,0.207966,15.4306,DWARF,0.0045020245,1718786095851429760,9,14 20 21 26 40 41 47 48 53,4799,1.62,2.14,2.41,"late M dwarf, R 0.24 R_sun, Teff 3191 K, Tmag 14.30; 9 TGLC sectors (S14-S53); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3806,1,233577014,282.459517433424,64.2459532574589,14.3083,3353.0,4.90934,0.315149,0.00953994,0.293974,9.39207,DWARF,0.0270304251,2253398817126464000,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,4832,1.62,2.14,2.41,"M dwarf, R 0.32 R_sun, Teff 3353 K, Tmag 14.31; 24 TGLC sectors (S14-S55); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3807,1,198150924,210.653195781707,45.0798824408698,14.3182,3132.0,5.09092,0.185776,0.00556058,0.155178,24.2026,DWARF,0.00135847856,1505716582227613952,4,16 23 49 50,4870,1.62,2.14,2.41,"late M dwarf, R 0.19 R_sun, Teff 3132 K, Tmag 14.32; 4 TGLC sectors (S16-S50); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3808,1,356241835,267.615718350057,53.8609854816747,14.3249,3306.0,4.93911,0.28809,0.00881141,0.263088,11.0031,DWARF,0.06000405,1417058046237774080,18,14 17 18 20 21 24 25 26 40 41 47 48 50 51 52 53 54 55,4896,1.62,2.14,2.42,"late M dwarf, R 0.29 R_sun, Teff 3306 K, Tmag 14.32; 18 TGLC sectors (S14-S55); contamination 0.06 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3809,1,38635687,65.2406013058935,-64.3897214259956,14.3271,3667.0,4.90573,0.318584,0.00974794,0.297926,9.21375,DWARF,0.0238475613,4675231713136221056,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,4905,1.62,2.14,2.41,"M dwarf, R 0.32 R_sun, Teff 3667 K, Tmag 14.33; 26 TGLC sectors (S1-S39); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3810,1,233537789,281.042534858449,64.4607543982781,14.3308,3342.0,4.91264,0.312048,0.00958722,0.29041,9.55757,DWARF,0.05963356,2253460011820429696,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,4919,1.62,2.14,2.41,"M dwarf, R 0.31 R_sun, Teff 3342 K, Tmag 14.33; 24 TGLC sectors (S14-S55); contamination 0.06 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3811,1,198356209,256.174588003407,55.9164208276479,14.3963,3389.0,4.95667,0.273216,0.00823515,0.246383,12.0807,DWARF,0.0147713628,1432474333130220032,17,16 17 19 20 22 23 24 25 26 40 47 49 50 51 52 53 54,5188,1.62,2.14,2.41,"late M dwarf, R 0.27 R_sun, Teff 3389 K, Tmag 14.40; 17 TGLC sectors (S16-S54); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3812,1,149441287,140.687586534127,25.9456947074051,14.4255,3202.0,5.08435,0.189101,0.00576997,0.158368,23.42,DWARF,0.00533993077,693788749045979264,5,21 44 45 46 48,5314,1.62,2.14,2.41,"late M dwarf, R 0.19 R_sun, Teff 3202 K, Tmag 14.43; 5 TGLC sectors (S21-S48); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3813,1,354080738,190.230008654698,48.4084217618969,14.445,3078.0,5.1136,0.174897,0.00532151,0.144908,27.086,DWARF,0.00130682066,1543439928527365120,4,15 16 22 49,5400,1.62,2.14,2.41,"late M dwarf, R 0.17 R_sun, Teff 3078 K, Tmag 14.45; 4 TGLC sectors (S15-S49); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3814,1,230070224,243.126799305492,67.6284014622379,14.4515,3301.0,4.93166,0.29465,0.00899269,0.270525,10.5752,DWARF,0.010223113,1643372276928775936,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,5429,1.62,2.14,2.41,"late M dwarf, R 0.29 R_sun, Teff 3301 K, Tmag 14.45; 24 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3815,1,47523800,278.308470462281,50.8715106567301,14.4792,3134.0,5.02268,0.224719,0.00686517,0.194039,17.099,DWARF,0.00771435443,2145134751862790016,10,14 15 25 26 40 41 52 53 54 55,5556,1.62,2.14,2.41,"late M dwarf, R 0.22 R_sun, Teff 3134 K, Tmag 14.48; 10 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3816,1,349480678,110.848478234065,-64.7823193361737,14.5321,3214.0,4.93791,0.289138,0.00892295,0.264274,10.933,DWARF,0.08469985,5282364373090354560,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,5810,1.62,2.14,2.41,"late M dwarf, R 0.29 R_sun, Teff 3214 K, Tmag 14.53; 26 TGLC sectors (S1-S39); contamination 0.08 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3817,1,230381265,285.515964791934,64.9605759351524,14.5728,3423.0,4.95208,0.277021,0.00866662,0.250634,11.7897,DWARF,0.06374404,2253680051586268928,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,6015,1.62,2.14,2.41,"late M dwarf, R 0.28 R_sun, Teff 3423 K, Tmag 14.57; 24 TGLC sectors (S14-S55); contamination 0.06 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3818,1,255745940,99.2312242214982,-53.9765856348429,14.6532,3172.0,5.01866,0.227348,0.00682847,0.196775,16.7454,DWARF,0.0204724148,5498167959813289216,14,2 5 6 7 8 9 12 29 32 33 34 35 38 39,6450,1.62,2.14,2.41,"late M dwarf, R 0.23 R_sun, Teff 3172 K, Tmag 14.65; 14 TGLC sectors (S2-S39); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3819,1,122669988,41.9256439683768,-32.1575529091278,14.6567,2982.0,5.15462,0.157305,0.00478786,0.128835,33.0983,DWARF,0.00169154536,5064381382520963456,4,3 4 30 31,6470,1.62,2.14,2.41,"late M dwarf, R 0.16 R_sun, Teff 2982 K, Tmag 14.66; 4 TGLC sectors (S3-S31); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3820,1,202353159,236.018714091806,65.0341762510794,14.6582,3302.0,5.01152,0.232112,0.00708235,0.201764,16.1343,DWARF,0.0775228143,1641235273001542528,15,14 15 16 17 21 22 23 24 41 47 48 49 50 51 54,6478,1.62,2.14,2.41,"late M dwarf, R 0.23 R_sun, Teff 3302 K, Tmag 14.66; 15 TGLC sectors (S14-S54); contamination 0.08 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3821,1,197891792,58.0375261882569,-59.5591518203076,14.7473,3075.0,5.10904,0.177012,0.00547206,0.146885,26.4831,DWARF,0.01626881,4681036000658867072,7,2 3 4 8 29 30 31,7012,1.62,2.14,2.41,"late M dwarf, R 0.18 R_sun, Teff 3075 K, Tmag 14.75; 7 TGLC sectors (S2-S31); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3822,1,261235660,88.3059696827819,-80.7677473864306,14.7951,3144.0,5.06059,0.201839,0.00625752,0.170817,20.7738,DWARF,0.04118153,4622961858064983040,12,1 4 8 11 12 13 27 28 31 34 38 39,7322,1.62,2.14,2.41,"late M dwarf, R 0.20 R_sun, Teff 3144 K, Tmag 14.80; 12 TGLC sectors (S1-S39); contamination 0.04 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3823,1,3316901,82.5999727155501,34.4914737778166,14.8198,2870.0,5.18783,0.144684,0.00434253,0.117654,38.8459,DWARF,0.0788321346,182605933368364544,4,19 43 44 45,7490,1.62,2.14,2.41,"late M dwarf, R 0.14 R_sun, Teff 2870 K, Tmag 14.82; 4 TGLC sectors (S19-S45); contamination 0.08 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3824,1,219437593,206.704546382473,75.7022402587286,14.8226,3093.0,5.09669,0.182921,0.00564899,0.152457,24.909,DWARF,0.00264825323,1713071109287327616,9,14 15 20 21 40 41 47 48 53,7509,1.62,2.14,2.41,"late M dwarf, R 0.18 R_sun, Teff 3093 K, Tmag 14.82; 9 TGLC sectors (S14-S53); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3825,1,462554281,230.94170034073,75.1157174044901,14.9402,3245.0,5.07159,0.195799,0.00615299,0.16487,21.9639,DWARF,0.0231575258,1700885290636219520,14,14 15 16 19 20 21 22 26 40 41 47 48 49 53,8377,1.62,2.14,2.41,"late M dwarf, R 0.20 R_sun, Teff 3245 K, Tmag 14.94; 14 TGLC sectors (S14-S53); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3826,1,374911199,88.8537654886657,-61.1268211599903,15.1451,3028.0,5.04819,0.208955,0.00655265,0.177923,19.5018,DWARF,0.00505039329,4758675162396815360,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,10215,1.62,2.14,2.41,"late M dwarf, R 0.21 R_sun, Teff 3028 K, Tmag 15.15; 26 TGLC sectors (S1-S39); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3827,1,161026231,222.585617823555,51.2082822392102,15.1981,2828.0,5.24536,0.125176,0.00371027,0.10054,51.2597,DWARF,0.004853485,1593484616879083008,5,16 22 23 49 50,10770,1.63,2.14,2.42,"late M dwarf, R 0.13 R_sun, Teff 2828 K, Tmag 15.20; 5 TGLC sectors (S16-S50); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3828,1,219015369,223.264776114304,70.4780481732833,15.2564,3074.0,5.16875,0.151779,0.00463411,0.12391,35.4382,DWARF,0.0004671368,1695332310239505024,11,14 15 16 20 21 22 40 41 47 48 49,11424,1.62,2.14,2.41,"late M dwarf, R 0.15 R_sun, Teff 3074 K, Tmag 15.26; 11 TGLC sectors (S14-S49); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
