rank,tier,tic,ra,dec,tmag,teff,logg,rad,rad_err,mass,rho,lumclass,contratio,gaia_dr2,n_sectors,sectors,pred_cdpp_1h_ppm,pred_rmin_p1_rearth,pred_rmin_p5_rearth,pred_rmin_p10_rearth,reason
3829,1,202507275,231.22379647782,61.548013618193,15.4717,2822.0,5.25703,0.121372,0.0036381,0.0970949,54.3051,DWARF,0.08030289,1616382187044841344,8,15 16 22 23 24 48 49 50,14298,1.62,2.14,2.41,"late M dwarf, R 0.12 R_sun, Teff 2822 K, Tmag 15.47; 8 TGLC sectors (S15-S50); contamination 0.08 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3830,1,303502941,51.1266462774466,13.8386262680673,13.0399,3283.0,4.94924,0.279405,0.00836576,0.253304,11.6129,DWARF,0.00231367722,17919668711041664,3,42 43 44,2118,1.63,2.15,2.42,"late M dwarf, R 0.28 R_sun, Teff 3283 K, Tmag 13.04; 3 TGLC sectors (S42-S44); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3831,1,417948150,199.347908374682,48.5525347726693,13.0545,3382.0,4.92211,0.303267,0.00916516,0.280348,10.0513,DWARF,0.00196781778,1556006319937034624,4,15 16 22 49,2133,1.63,2.15,2.43,"M dwarf, R 0.30 R_sun, Teff 3382 K, Tmag 13.05; 4 TGLC sectors (S15-S49); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3832,1,157320915,180.231981271558,61.4543786146427,13.0641,3582.0,4.88422,0.339615,0.0101709,0.322203,8.22563,DWARF,0.00229254342,1582415558443066496,6,14 15 21 22 41 48,2144,1.63,2.15,2.42,"M dwarf, R 0.34 R_sun, Teff 3582 K, Tmag 13.06; 6 TGLC sectors (S14-S48); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3833,1,284930032,133.006213097999,30.1664894827622,13.0672,3355.0,4.92507,0.300576,0.0094133,0.277275,10.2105,DWARF,0.0005796463,705766343387121792,4,21 44 45 46,2147,1.63,2.15,2.42,"M dwarf, R 0.30 R_sun, Teff 3355 K, Tmag 13.07; 4 TGLC sectors (S21-S46); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3834,1,201307175,3.78583004798371,-55.7327434384027,13.0729,3447.0,4.92396,0.30158,0.00918995,0.278421,10.1507,DWARF,0.0227057133,4922627704900134400,4,1 2 28 29,2153,1.63,2.15,2.43,"M dwarf, R 0.30 R_sun, Teff 3447 K, Tmag 13.07; 4 TGLC sectors (S1-S29); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3835,1,344134572,108.153284428007,-53.5265574611334,13.0736,3537.0,4.85685,0.367697,0.0110774,0.354621,7.13336,DWARF,0.0139650414,5491486949207104896,8,6 7 8 9 33 34 35 36,2154,1.63,2.15,2.42,"M dwarf, R 0.37 R_sun, Teff 3537 K, Tmag 13.07; 8 TGLC sectors (S6-S36); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3836,1,219257563,66.4562013709162,-49.9782899646783,13.1109,3206.0,4.89018,0.333689,0.0100772,0.315354,8.48736,DWARF,0.000219834386,4782436776903676288,6,3 4 5 30 31 32,2196,1.63,2.15,2.42,"M dwarf, R 0.33 R_sun, Teff 3206 K, Tmag 13.11; 6 TGLC sectors (S3-S32); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3837,1,398305394,344.653802011231,80.6128640449235,13.1186,3308.0,4.87407,0.349878,0.0105187,0.334067,7.7998,DWARF,0.00525866263,2286062524449493504,7,18 19 24 25 26 52 53,2205,1.63,2.15,2.43,"M dwarf, R 0.35 R_sun, Teff 3308 K, Tmag 13.12; 7 TGLC sectors (S18-S53); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3838,1,219034825,207.07238210358,52.8277094901367,13.1315,3226.0,4.90938,0.315114,0.00936921,0.293933,9.39389,DWARF,0.0009039886,1560732295791404288,5,15 16 22 23 49,2220,1.63,2.15,2.42,"M dwarf, R 0.32 R_sun, Teff 3226 K, Tmag 13.13; 5 TGLC sectors (S15-S49); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3839,1,80298001,164.98411598742,-50.808507446532,13.1327,3263.0,4.95841,0.271788,0.00817185,0.244793,12.1929,DWARF,0.0237264633,5360119430233985536,3,10 36 37,2221,1.63,2.15,2.42,"late M dwarf, R 0.27 R_sun, Teff 3263 K, Tmag 13.13; 3 TGLC sectors (S10-S37); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3840,1,351287729,296.696415743571,53.2541036095304,13.1495,3427.0,4.87804,0.345837,0.0102907,0.329397,7.96352,DWARF,0.0200583488,2137401916653677184,7,14 15 16 40 41 54 55,2241,1.63,2.15,2.42,"M dwarf, R 0.35 R_sun, Teff 3427 K, Tmag 13.15; 7 TGLC sectors (S14-S55); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3841,1,318416654,109.609436791142,-10.8689234692967,13.1561,3336.0,4.95978,0.270667,0.0082932,0.243545,12.2821,DWARF,0.0891568661,3047012841044457472,3,7 33 34,2249,1.63,2.15,2.43,"late M dwarf, R 0.27 R_sun, Teff 3336 K, Tmag 13.16; 3 TGLC sectors (S7-S34); contamination 0.09 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3842,1,38898383,9.25332137339236,-67.4276227508439,13.1894,3258.0,4.96483,0.266585,0.00796488,0.239018,12.6161,DWARF,0.0100241937,4703941748442960384,3,1 2 28,2289,1.63,2.15,2.42,"late M dwarf, R 0.27 R_sun, Teff 3258 K, Tmag 13.19; 3 TGLC sectors (S1-S28); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3843,1,231825348,22.622846747332,-65.1711917337593,13.1939,3434.0,4.93745,0.289544,0.00886414,0.264734,10.906,DWARF,0.000314926,4711064144249730048,4,1 2 28 29,2294,1.63,2.15,2.42,"late M dwarf, R 0.29 R_sun, Teff 3434 K, Tmag 13.19; 4 TGLC sectors (S1-S29); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3844,1,25959990,51.5926768416364,23.2199912962066,13.2041,3320.0,4.96581,0.265797,0.00798448,0.238146,12.6822,DWARF,0.0202569477,62669933697249024,3,42 43 44,2307,1.63,2.15,2.42,"late M dwarf, R 0.27 R_sun, Teff 3320 K, Tmag 13.20; 3 TGLC sectors (S42-S44); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3845,1,264597364,109.3878413115,10.8138946146525,13.2398,3138.0,4.97008,0.262411,0.00801303,0.234411,12.9727,DWARF,0.05060014,3156791758448120576,3,7 33 46,2353,1.63,2.15,2.42,"late M dwarf, R 0.26 R_sun, Teff 3138 K, Tmag 13.24; 3 TGLC sectors (S7-S46); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3846,1,302131596,132.270180863511,-66.6840642348238,13.2432,3381.0,4.88829,0.335565,0.0102456,0.317522,8.40318,DWARF,0.0290612374,5272160802106299264,7,5 9 10 11 36 37 38,2357,1.63,2.15,2.42,"M dwarf, R 0.34 R_sun, Teff 3381 K, Tmag 13.24; 7 TGLC sectors (S5-S38); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3847,1,287590901,125.340876973825,-74.9909831646413,13.2627,3429.0,4.83492,0.391043,0.0117405,0.381333,6.37721,DWARF,0.0207823385,5219694443689670784,12,3 6 10 11 12 13 30 33 36 37 38 39,2382,1.63,2.15,2.43,"M dwarf, R 0.39 R_sun, Teff 3429 K, Tmag 13.26; 12 TGLC sectors (S3-S39); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3848,1,98719159,186.615864331319,-11.1347484952088,13.3189,3230.0,4.9778,0.256419,0.00786778,0.227841,13.5139,DWARF,1.25120849e-07,3577698931411397888,3,10 36 46,2459,1.63,2.15,2.42,"late M dwarf, R 0.26 R_sun, Teff 3230 K, Tmag 13.32; 3 TGLC sectors (S10-S46); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3849,1,231820606,86.4177528038237,-52.9538538159964,13.3433,3319.0,4.8369,0.388911,0.0116535,0.378909,6.44146,DWARF,0.000743069337,4768183635874143488,13,1 4 5 6 7 11 27 28 31 32 33 34 37,2493,1.63,2.15,2.42,"M dwarf, R 0.39 R_sun, Teff 3319 K, Tmag 13.34; 13 TGLC sectors (S1-S37); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3850,1,27434070,215.836426520374,38.469157932285,13.3815,3167.0,4.98535,0.250716,0.00842832,0.221637,14.0636,DWARF,0.00199475139,1484671242477274880,3,16 23 50,2549,1.63,2.15,2.42,"late M dwarf, R 0.25 R_sun, Teff 3167 K, Tmag 13.38; 3 TGLC sectors (S16-S50); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3851,1,277977780,355.789694752385,-76.2609286055544,13.3865,3316.0,4.95818,0.271973,0.00818146,0.244998,12.1783,DWARF,0.07431999,6377374875137754880,4,1 13 27 28,2556,1.63,2.15,2.42,"late M dwarf, R 0.27 R_sun, Teff 3316 K, Tmag 13.39; 4 TGLC sectors (S1-S28); contamination 0.07 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3852,1,318754480,40.1973675392422,4.24088707497682,13.4031,3324.0,4.95988,0.270585,0.00823289,0.243454,12.2887,DWARF,0.004266355,5725230060801536,4,4 31 42 43,2581,1.63,2.15,2.42,"late M dwarf, R 0.27 R_sun, Teff 3324 K, Tmag 13.40; 4 TGLC sectors (S4-S43); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3853,1,287835061,127.697640850458,-76.282930771032,13.4823,3413.0,4.87983,0.344035,0.0102522,0.327313,8.03814,DWARF,0.008288791,5210379484257867136,10,3 10 11 12 13 30 33 37 38 39,2706,1.63,2.15,2.42,"M dwarf, R 0.34 R_sun, Teff 3413 K, Tmag 13.48; 10 TGLC sectors (S3-S39); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3854,1,155895287,3.89036795226736,-50.691537496762,13.4963,3067.0,4.99826,0.241309,0.0073317,0.211514,15.0528,DWARF,0.000173822191,4973694762971918208,3,2 28 29,2729,1.63,2.15,2.42,"late M dwarf, R 0.24 R_sun, Teff 3067 K, Tmag 13.50; 3 TGLC sectors (S2-S29); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3855,1,378528571,0.477660928392078,69.0433643337988,13.5339,3338.0,4.95331,0.275994,0.00835423,0.249485,11.8671,DWARF,0.0473573431,529158941741749760,5,17 18 24 25 52,2793,1.63,2.15,2.42,"late M dwarf, R 0.28 R_sun, Teff 3338 K, Tmag 13.53; 5 TGLC sectors (S17-S52); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3856,1,115508896,253.242908478158,42.8114284011943,13.536,3168.0,4.97473,0.258784,0.00766692,0.230428,13.2961,DWARF,0.000179753857,1357937340371953792,4,24 25 51 52,2797,1.63,2.15,2.42,"late M dwarf, R 0.26 R_sun, Teff 3168 K, Tmag 13.54; 4 TGLC sectors (S24-S52); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3857,1,167921228,151.761507773683,-29.2584226868964,13.5409,3307.0,5.00366,0.237508,0.00716221,0.207466,15.485,DWARF,0.04617437,5465201543196467968,3,9 35 36,2805,1.63,2.15,2.42,"late M dwarf, R 0.24 R_sun, Teff 3307 K, Tmag 13.54; 3 TGLC sectors (S9-S36); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3858,1,264006002,293.619156553278,83.5504812546439,13.5471,3427.0,4.88879,0.335066,0.0100216,0.316944,8.42542,DWARF,0.00366124534,2301848453406682496,10,18 19 20 24 25 26 40 47 52 53,2816,1.63,2.15,2.42,"M dwarf, R 0.34 R_sun, Teff 3427 K, Tmag 13.55; 10 TGLC sectors (S18-S53); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3859,1,341847130,121.591606336666,-54.1514121995475,13.5602,3360.0,4.93882,0.288345,0.00860793,0.263376,10.986,DWARF,0.0308423415,5320223582093439744,6,7 8 9 34 35 36,2839,1.63,2.15,2.42,"late M dwarf, R 0.29 R_sun, Teff 3360 K, Tmag 13.56; 6 TGLC sectors (S7-S36); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3860,1,202508407,231.576671516098,64.4038360765255,13.5784,3411.0,4.8912,0.332681,0.0100451,0.314189,8.5331,DWARF,0.0009991776,1643958350986017408,10,14 15 16 21 22 23 41 48 49 50,2872,1.63,2.15,2.43,"M dwarf, R 0.33 R_sun, Teff 3411 K, Tmag 13.58; 10 TGLC sectors (S14-S50); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3861,1,114688069,88.5326050411805,22.6645753349685,13.5921,3135.0,5.01003,0.233123,0.00702989,0.202829,16.0094,DWARF,0.0433366075,3424366021965391488,3,43 44 45,2897,1.63,2.15,2.42,"late M dwarf, R 0.23 R_sun, Teff 3135 K, Tmag 13.59; 3 TGLC sectors (S43-S45); contamination 0.04 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3862,1,117167278,129.756831556837,28.3688991731707,13.6736,3173.0,4.97081,0.261839,0.00786759,0.233782,13.0229,DWARF,0.0001448636,704462326893132416,5,21 44 45 46 47,3052,1.63,2.15,2.42,"late M dwarf, R 0.26 R_sun, Teff 3173 K, Tmag 13.67; 5 TGLC sectors (S21-S47); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3863,1,422754456,22.0054984710268,73.4934303467239,13.6805,3200.0,4.97206,0.260861,0.00788585,0.232707,13.1094,DWARF,0.05348383,535435744387290880,5,18 19 24 25 52,3066,1.63,2.15,2.42,"late M dwarf, R 0.26 R_sun, Teff 3200 K, Tmag 13.68; 5 TGLC sectors (S18-S52); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3864,1,282926744,228.936171252376,61.8689070169448,13.6905,3483.0,4.91647,0.308471,0.00928894,0.286305,9.75407,DWARF,5.567943e-05,1616564564239875328,9,15 16 21 22 23 41 48 49 50,3086,1.63,2.15,2.42,"M dwarf, R 0.31 R_sun, Teff 3483 K, Tmag 13.69; 9 TGLC sectors (S15-S50); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3865,1,333297274,181.421463134101,-53.2359399781514,13.6963,3130.0,5.02273,0.224688,0.00691123,0.194007,17.1032,DWARF,0.08729275,6125014554030074752,3,10 11 37,3097,1.63,2.15,2.43,"late M dwarf, R 0.22 R_sun, Teff 3130 K, Tmag 13.70; 3 TGLC sectors (S10-S37); contamination 0.09 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3866,1,231293602,44.6860753689184,-50.5672603475078,13.7103,3186.0,4.99599,0.242928,0.00732334,0.213245,14.8746,DWARF,0.004713249,4748566424288925056,4,3 4 29 30,3126,1.63,2.15,2.43,"late M dwarf, R 0.24 R_sun, Teff 3186 K, Tmag 13.71; 4 TGLC sectors (S3-S30); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3867,1,248393169,19.846372909759,-0.876523302220787,13.72,3156.0,4.99886,0.240885,0.00742956,0.211062,15.1001,DWARF,0.0003983557,2533712469038992640,4,3 30 42 43,3146,1.63,2.15,2.42,"late M dwarf, R 0.24 R_sun, Teff 3156 K, Tmag 13.72; 4 TGLC sectors (S3-S43); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3868,1,20294067,228.490259589948,37.6187276543943,13.7234,3229.0,4.99763,0.241762,0.00725869,0.211999,15.0027,DWARF,0.0008755622,1292243960153394688,4,23 24 50 51,3153,1.63,2.15,2.43,"late M dwarf, R 0.24 R_sun, Teff 3229 K, Tmag 13.72; 4 TGLC sectors (S23-S51); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3869,1,33735371,62.0705192267329,-75.7433743262003,13.7397,3399.0,4.85343,0.371296,0.0112788,0.358758,7.00875,DWARF,0.008898097,4628726666250103296,18,1 2 3 5 6 8 9 12 13 27 28 29 32 33 35 36 38 39,3187,1.63,2.15,2.43,"M dwarf, R 0.37 R_sun, Teff 3399 K, Tmag 13.74; 18 TGLC sectors (S1-S39); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3870,1,122913324,113.024222765415,-41.9080694808476,13.7561,3124.0,5.00207,0.238622,0.007305,0.208651,15.3564,DWARF,0.022613,5536411345052989184,4,7 8 34 35,3223,1.63,2.15,2.43,"late M dwarf, R 0.24 R_sun, Teff 3124 K, Tmag 13.76; 4 TGLC sectors (S7-S35); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3871,1,435928339,65.7562924767525,15.2282080563827,13.7813,3146.0,5.00603,0.235866,0.00708529,0.205726,15.6781,DWARF,0.00418121042,3311229745799686912,4,5 32 43 44,3278,1.63,2.15,2.42,"late M dwarf, R 0.24 R_sun, Teff 3146 K, Tmag 13.78; 4 TGLC sectors (S5-S44); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3872,1,399758592,73.8560263554208,11.8844365595682,13.7841,3175.0,5.00677,0.235354,0.00723151,0.205185,15.7391,DWARF,0.000800621,3295257621418855168,4,5 32 43 44,3284,1.63,2.15,2.42,"late M dwarf, R 0.24 R_sun, Teff 3175 K, Tmag 13.78; 4 TGLC sectors (S5-S44); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3873,1,279425081,104.994010285603,-58.0036261415935,13.82,3140.0,4.82701,0.399617,0.0119607,0.391048,6.12771,DWARF,0.09584954,5483838986842111616,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3365,1.63,2.15,2.42,"M dwarf, R 0.40 R_sun, Teff 3140 K, Tmag 13.82; 26 TGLC sectors (S1-S39); contamination 0.10 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3874,1,382576055,118.186763600198,-60.7044241347621,13.8375,3337.0,4.89902,0.325037,0.00975307,0.305363,8.89238,DWARF,0.0431789123,5290902046520346240,13,1 4 7 8 9 10 11 27 31 34 35 36 37,3406,1.63,2.15,2.43,"M dwarf, R 0.33 R_sun, Teff 3337 K, Tmag 13.84; 13 TGLC sectors (S1-S37); contamination 0.04 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3875,1,154069502,207.958983674698,69.8603546191747,13.8631,3278.0,4.9488,0.279783,0.00832781,0.253729,11.5853,DWARF,4.15226823e-05,1674659498772235136,8,14 15 21 22 41 47 48 49,3466,1.63,2.15,2.43,"late M dwarf, R 0.28 R_sun, Teff 3278 K, Tmag 13.86; 8 TGLC sectors (S14-S49); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3876,1,358153877,69.8898735453007,-77.6465634370345,13.8755,3296.0,4.86683,0.357306,0.0106964,0.342646,7.51147,DWARF,0.00380543177,4624581851009039360,19,1 2 4 5 8 9 11 12 13 27 28 29 31 32 34 35 36 38 39,3496,1.63,2.15,2.43,"M dwarf, R 0.36 R_sun, Teff 3296 K, Tmag 13.88; 19 TGLC sectors (S1-S39); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3877,1,233617044,283.668159433884,65.6606464800275,13.8893,3314.0,4.84619,0.378963,0.0113204,0.367552,6.75349,DWARF,0.0002199054,2253770005381496960,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,3530,1.63,2.15,2.42,"M dwarf, R 0.38 R_sun, Teff 3314 K, Tmag 13.89; 24 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3878,1,389915223,275.761178855327,57.0885645292081,13.9116,3330.0,4.84814,0.37689,0.0113493,0.365178,6.8212,DWARF,0.0116293142,2151329091134084352,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,3586,1.63,2.15,2.43,"M dwarf, R 0.38 R_sun, Teff 3330 K, Tmag 13.91; 24 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3879,1,272188269,116.776285341711,-73.4429357168488,13.9217,3500.0,4.84202,0.383419,0.0114502,0.372647,6.61115,DWARF,0.0179196149,5215014200646385536,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3612,1.63,2.15,2.42,"M dwarf, R 0.38 R_sun, Teff 3500 K, Tmag 13.92; 26 TGLC sectors (S1-S39); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
3880,1,220458198,74.5374287092919,-57.2412277143883,13.9242,3446.0,4.84133,0.384157,0.0115844,0.37349,6.58799,DWARF,0.00428158557,4764071634184359680,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3618,1.63,2.15,2.43,"M dwarf, R 0.38 R_sun, Teff 3446 K, Tmag 13.92; 26 TGLC sectors (S1-S39); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
